data;casos_novos;casos;obitos_novos;obitos;suspeitos;descartados;recuperados;em_tratamento;ocupacao_uti_%;ocupacao_enfermaria_%;obitos_homem;obitos_mulher;fonte;observacoes
24/03/2020;1;1;0;0;;;;;;;[];[];;Dados coletados via plantão da prefeitura no site e Instagram da Prefeitura (as vezes nao tinha um dia em um mas tinha no outro), e por fim, se não tinha em nenhum, verificava no site G1 piracicaba e região, verificando as noticias de cada dia
25/03/2020;1;2;0;0;;;;;;;[];[];;
26/03/2020;1;3;0;0;;;;;;;[];[];;
27/03/2020;2;5;0;0;;;;;;;[];[];;
28/03/2020;0;5;0;0;102;41;;;;;[];[];;
29/03/2020;1;6;0;0;102;41;;;;;[];[];;
30/03/2020;3;9;0;0;110;45;;;;;[];[];;
31/03/2020;1;10;0;0;115;52;;;;;[];[];;
01/04/2020;1;11;0;0;124;52;;;;;[];[];;
02/04/2020;1;12;0;0;130;63;;;;;[];[];;
03/04/2020;3;15;0;0;127;65;;;;;[];[];;
04/04/2020;0;15;0;0;127;65;;;;;[];[];;
05/04/2020;1;16;0;0;127;65;;;;;[];[];;
06/04/2020;1;17;0;0;119;91;;;;;[];[];;
07/04/2020;2;19;0;0;127;94;;;;;[];[];;
08/04/2020;3;22;0;0;127;94;;;;;[];[];;
09/04/2020;2;24;0;0;131;155;;;;;[];[];;
10/04/2020;1;25;1;1;142;106;;;;;[];[];;
11/04/2020;0;25;0;1;142;106;;;;;[];[];;
12/04/2020;0;25;0;1;142;106;;;;;[];[];;
13/04/2020;0;25;0;1;141;115;;;;;[];[];;
14/04/2020;4;29;0;1;153;131;;;;;[];[];;
15/04/2020;0;29;0;1;163;132;;;;;[];[];;
16/04/2020;1;30;1;2;160;150;;;;;[];[];;
17/04/2020;0;30;0;2;157;150;;;;;[];[];;
18/04/2020;4;34;0;2;161;150;;;;;[];[];;
19/04/2020;0;34;0;2;166;173;;;;;[];[];;
20/04/2020;4;38;0;2;152;173;;;;;[];[];;
21/04/2020;2;40;0;2;175;173;;;;;[];[];;
22/04/2020;10;50;0;2;171;201;31;;;;[];[];;
23/04/2020;12;62;1;3;176;223;;;;;[];[];;
24/04/2020;8;70;1;4;180;227;39;;;;[];[];;
25/04/2020;10;80;1;5;181;227;;;;;[];[];;
26/04/2020;3;83;0;5;164;227;;;;;[];[];;
27/04/2020;7;90;4;9;177;257;44;;;;[];[];;
28/04/2020;7;97;1;10;176;287;44;;;;[];[];;
29/04/2020;17;114;0;10;191;289;45;;;;[];[];;
30/04/2020;3;117;0;10;195;289;;;;;[];[];;
01/05/2020;15;132;1;11;195;289;;;;;[];[];;
02/05/2020;3;135;0;11;202;337;61;63;;;[];[];;
03/05/2020;5;140;0;11;176;377;61;68;;;[];[];;
04/05/2020;12;152;2;13;169;386;63;76;;;[];[];;
05/05/2020;11;163;0;13;146;426;65;85;;;[];[];;
06/05/2020;18;181;0;13;147;457;67;101;;;[];[];;
07/05/2020;0;181;1;14;160;486;73;94;;;[];[];;
08/05/2020;14;195;0;14;160;486;;;;;[];[];;
09/05/2020;7;202;0;14;156;526;91;96;;;[];[];;
10/05/2020;12;214;0;14;157;526;;;;;[];[];;
11/05/2020;2;216;1;15;160;564;98;103;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+covid+19.aspx;
12/05/2020;5;221;1;16;148;589;117;88;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+covid+19.aspx;
13/05/2020;22;243;1;17;136;690;128;98;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+covid+19.aspx;
14/05/2020;15;258;0;17;133;710;147;94;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+covid+19.aspx;
15/05/2020;6;264;0;17;124;;156;;;;[];[];https://g1.globo.com/sp/piracicaba-regiao/noticia/2020/05/15/casos-de-novo-coronavirus-na-regiao-de-piracicaba-em-15-de-maio.ghtml;
16/05/2020;9;273;0;17;99;;166;;;;[];[];https://g1.globo.com/sp/piracicaba-regiao/noticia/2020/05/16/casos-de-coronavirus-na-regiao-de-piracicaba-em-16-de-maio.ghtml;
17/05/2020;0;273;0;17;99;;;;;;[];[];https://g1.globo.com/sp/piracicaba-regiao/noticia/2020/05/17/casos-de-coronavirus-na-regiao-de-piracicaba-em-17-de-maio.ghtml;
18/05/2020;24;297;0;17;119;815;182;98;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+covid+19.aspx;
19/05/2020;27;324;2;19;89;841;183;122;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+covid+19.aspx;
20/05/2020;11;335;0;19;132;855;190;126;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+covid+19.aspx;
21/05/2020;19;354;1;20;117;870;196;138;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+covid+19.aspx;
22/05/2020;38;392;2;22;111;895;207;163;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+covid+19.aspx;
23/05/2020;46;438;0;22;81;929;242;174;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+23+de+maio+de+2020+16h.aspx;
24/05/2020;30;468;0;22;82;938;246;200;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+24+de+maio+de+2020+16h.aspx;
25/05/2020;11;479;0;22;82;961;261;196;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+25+de+maio+de+2020+16h.aspx;
26/05/2020;12;491;1;23;76;964;274;195;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+26+de+maio+de+2020+16h.aspx;
27/05/2020;7;498;1;24;100;997;279;195;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+27+de+maio+de+2020+16h.aspx;
28/05/2020;14;512;1;25;105;1009;308;180;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+28+de+maio+de+2020+16h.aspx;
29/05/2020;21;534;1;26;115;1051;317;191;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+29+de+maio+de+2020+16h.aspx;Ontem tinha 512, com mais 21 casos, 533, porém na página diz 534
30/05/2020;15;549;3;29;158;1534;337;196;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+30+de+maio+de+2020.aspx;E agora? Com a soma errada de ontem, diz 549 no site, mas deveria ser 548
31/05/2020;15;564;0;29;181;1534;333;202;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+31+de+maio+de+2020+16h.aspx;E agora, continua contando um a mais no site…
01/06/2020;76;640;0;29;230;1536;363;248;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+01+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
02/06/2020;25;665;5;34;280;1722;397;234;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+02+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
03/06/2020;32;697;4;38;283;1759;421;238;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+03+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
04/06/2020;14;711;1;39;261;1772;473;199;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+04+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
05/06/2020;67;778;1;40;300;1840;499;240;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+05+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
06/06/2020;113;891;0;40;281;1863;544;307;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+06+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
07/06/2020;39;930;0;40;270;1876;558;332;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+07+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
08/06/2020;114;1044;0;40;331;1880;576;428;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+08+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
09/06/2020;30;1074;3;43;346;1881;594;437;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+09+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
10/06/2020;29;1103;0;43;286;2007;622;438;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+10+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
11/06/2020;86;1189;3;46;304;2043;651;492;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+11+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
12/06/2020;60;1249;2;48;370;2057;675;528;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+12+de+junho+de+2020+16h+66394.aspx;E agora, continua contando um a mais no site…
13/06/2020;45;1294;0;48;376;2061;698;548;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+13+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
14/06/2020;19;1313;3;51;377;2070;743;519;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+14+de+junho+de+2020+16h.aspx;E agora, no site está 1315, no dia anterior tinha 1294, somou 19 e deu 1315, era pra dar 1313!!
15/06/2020;64;1377;2;53;373;2078;783;541;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+15+de+junho+de+2020+16h.aspx;De ontem foi corrigido, voltamos para 1 de diferença, 1376 aqui, 1377 lá
16/06/2020;64;1441;5;58;658;2115;901;482;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+16+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
17/06/2020;44;1485;5;63;714;2148;916;506;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+17+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
18/06/2020;48;1533;3;66;800;2792;946;521;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+17+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
19/06/2020;72;1605;1;67;826;2944;1056;482;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+19+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
20/06/2020;72;1677;3;70;780;3077;1132;475;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+20+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
21/06/2020;99;1776;3;73;733;3117;1160;543;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+21+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
22/06/2020;111;1887;3;76;737;3218;1193;618;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+22+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
23/06/2020;47;1934;6;80;718;3475;1290;564;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+23+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…: nota da saúde: IMPORTANTE: Recebemos hoje (23) a informação da Vigilância Epidemiológica de que, após a conclusão da investigação sobre dois óbitos que foram contabilizados como sendo de Piracicaba, os casos são de outras cidades: um de Rio das Pedras e outro de São Pedro. Portanto, o total de óbitos é 80 pessoas. Isso pode ter ocorrido por divergências nas informações dos endereços fornecidos por familiares.: Portanto, nessa célula, vou subtrair 2 casos
24/06/2020;90;2024;0;80;678;3517;1341;602;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+24+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
25/06/2020;50;2074;2;82;821;3558;1381;611;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+25+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
26/06/2020;130;2204;2;84;826;3564;1501;619;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+26+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
27/06/2020;151;2355;4;88;826;3782;1549;718;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+27+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
28/06/2020;180;2535;1;89;803;4027;1586;860;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+28+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
29/06/2020;182;2717;3;92;870;4144;1739;886;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+29+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
30/06/2020;141;2858;1;93;816;4220;1761;1004;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+30+de+junho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
01/07/2020;124;2982;3;96;885;4244;1834;1052;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+01+de+julho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
02/07/2020;136;3118;3;99;992;4447;1892;1127;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+02+de+julho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
03/07/2020;127;3245;2;101;1002;4481;1943;1201;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+03+de+julho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
04/07/2020;144;3389;0;101;976;4560;2091;1197;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+04+de+julho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
05/07/2020;143;3532;0;101;959;4616;2120;1311;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+05+de+julho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
06/07/2020;124;3656;2;103;938;4761;2327;1227;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+06+de+julho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
07/07/2020;130;3786;3;106;930;4816;2376;1304;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+07+de+julho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
08/07/2020;135;3921;5;111;906;4876;2529;1281;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+08+de+julho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
09/07/2020;138;4059;3;114;909;4978;2757;1188;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+09+de+julho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
10/07/2020;171;4230;6;120;970;5022;2866;1244;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+10+de+julho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
11/07/2020;155;4385;3;123;927;5152;2935;1327;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+11+de+julho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
12/07/2020;162;4547;0;123;906;5192;3161;1263;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+12+de+julho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
13/07/2020;186;4733;7;130;952;5482;3267;1336;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+13+de+julho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
14/07/2020;152;4885;6;136;977;5752;3297;1452;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+14+de+julho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
15/07/2020;197;5082;6;142;937;5956;3431;1509;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+15+de+julho+de+2020+16h.aspx;E agora, continua contando um a mais no site…
16/07/2020;195;5277;6;148;906;6154;3549;1580;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+16+de+julho+de+2020+16h.aspx;Desisto de anotar essa diferença, sempre vai ter creio eu, vou colocar um +1 lá no primeiro caso de diferença
17/07/2020;131;5408;2;150;993;6275;3559;1699;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+17+de+julho+de+2020+16h.aspx;
18/07/2020;217;5625;5;155;913;6538;3663;1807;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+18+de+julho+de+2020+16h.aspx;
19/07/2020;198;5823;4;159;853;6709;3830;1834;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+19+de+julho+de+2020+16h.aspx;
20/07/2020;143;5966;1;160;861;6878;4131;1675;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+20+de+julho+de+2020+16h.aspx;Putz, de novo lá soma ontem com 143 e dá 1 a mais, era pra ser 5966
21/07/2020;136;6102;4;164;980;7025;4579;1359;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+21+de+julho+de+2020+16h.aspx;Corrigiram de ontem, tirando o +1 de cima
22/07/2020;153;6255;0;164;933;7265;4627;1464;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+22+de+julho+de+2020+16h.aspx;
23/07/2020;182;6437;4;168;936;7417;4701;1568;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+23+de+julho+de+2020+16h.aspx;
24/07/2020;161;6598;4;172;974;7625;4886;1540;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+24+de+julho+de+2020+16h.aspx;
25/07/2020;170;6768;4;176;869;7177;5139;1453;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+25+de+julho+de+2020+16h.aspx;
26/07/2020;180;6948;1;177;837;7885;5372;1399;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+26+de+julho+de+2020+16h.aspx;
27/07/2020;193;7141;2;179;904;8137;5534;1428;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+27+de+julho+de+2020+16h.aspx;
28/07/2020;181;7322;7;186;1081;8357;5567;1569;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+28+de+julho+de+2020+16h.aspx;
29/07/2020;198;7520;5;191;1013;8596;5732;1597;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+29+de+julho+de+2020+16h.aspx;
30/07/2020;154;7674;6;197;1071;8633;5884;1593;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+30+de+julho+de+2020+16h.aspx;
31/07/2020;160;7834;4;201;1041;8838;6069;1564;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+31+de+julho+de+2020+16h.aspx;
01/08/2020;172;8006;1;202;984;8939;6159;1645;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+1+de+agosto+de+2020+16h.aspx;
02/08/2020;133;8133;1;203;871;8958;6339;1591;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+02+de+agosto+de+2020+16h.aspx;Putz, de novo lá soma ontem com 133 e dá 6 a MENOS, era pra ser 8139
03/08/2020;117;8250;5;208;933;9030;6583;1459;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+03+de+agosto+de+2020+16h.aspx;
04/08/2020;152;8402;4;212;993;9194;6668;1522;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+04+de+agosto+de+2020+16h.aspx;
05/08/2020;133;8535;3;215;1064;9357;7026;1294;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+05+de+agosto+de+2020+16h.aspx;
06/08/2020;151;8686;3;218;1101;9465;7087;1381;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+06+de+agosto+de+2020+16h.aspx;
07/08/2020;150;8836;4;222;1126;9772;7343;1271;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+07+de+agosto+de+2020+16h.aspx;
08/08/2020;136;8972;5;227;1046;10023;7433;1312;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+08+de+agosto+de+2020+16h.aspx;
09/08/2020;138;9110;2;229;937;10184;7584;1297;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+09+de+agosto+de+2020+16h.aspx;
10/08/2020;125;9235;5;234;907;10469;7715;1286;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+10+de+agosto+de+2020+16h.aspx;
11/08/2020;100;9335;1;235;1029;10731;7826;1274;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+11+de+agosto+de+2020+16h.aspx;
12/08/2020;139;9474;4;239;1146;10916;7941;1294;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+12+de+agosto+de+2020+16h.aspx;
13/08/2020;137;9611;4;243;1038;11110;7962;1406;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+13+de+agosto+de+2020+16h.aspx;
14/08/2020;181;9792;1;244;958;11497;7998;1550;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+14+de+agosto+de+2020+16h.aspx;
15/08/2020;106;9898;2;246;895;11709;8146;1506;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+15+de+agosto+de+2020+16h.aspx;
16/08/2020;123;10021;0;246;873;11827;8442;1333;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+16+de+agosto+de+2020+16h.aspx;
17/08/2020;122;10143;4;250;951;12063;8593;1300;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+17+de+agosto+de+2020+16h.aspx;
18/08/2020;115;10258;4;254;923;12480;8612;1392;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+18+de+agosto+de+2020+16h.aspx;
19/08/2020;131;10389;1;255;980;12700;8682;1452;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+19+de+agosto+de+2020+16h.aspx;
20/08/2020;118;10507;3;258;857;12965;8773;1476;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+20+de+agosto+de+2020+16h.aspx;
21/08/2020;105;10612;4;262;902;13162;8890;1460;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+21+de+agosto+de+2020+16h.aspx;
22/08/2020;79;10691;2;264;882;13224;8899;1538;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+22+de+agosto+de+2020+16h.aspx;
23/08/2020;99;10790;0;264;882;13261;8909;1617;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+23+de+agosto+de+2020+16h.aspx;
24/08/2020;97;10887;5;269;958;13459;9362;1256;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+24+de+agosto+de+2020+16h.aspx;
25/08/2020;136;11023;3;272;965;13720;9466;1285;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+25+de+agosto+de+2020+16h.aspx;
26/08/2020;148;11171;4;276;1013;13971;9490;1405;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+26+de+agosto+de+2020+16h.aspx;
27/08/2020;137;11308;5;281;977;14390;9674;1353;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+27+de+agosto+de+2020+16h.aspx;
28/08/2020;130;11438;2;283;1023;14662;9825;1330;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+28+de+agosto+de+2020+16h.aspx;
29/08/2020;126;11564;2;285;1028;14956;10195;1084;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+29+de+agosto+de+2020+16h.aspx;
30/08/2020;100;11664;0;285;918;15225;10307;1072;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+30+de+agosto+de+2020+16h.aspx;
31/08/2020;66;11730;4;289;927;15466;10354;1087;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+31+de+agosto+de+2020+16h.aspx;
01/09/2020;58;11788;2;291;1040;15629;10356;1141;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+01+de+setembro+de+2020+16h.aspx;
02/09/2020;140;11928;3;294;843;15969;10358;1276;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+02+de+setembro+de+2020+16h.aspx;
03/09/2020;138;12066;1;295;866;16240;10609;1162;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+03+de+setembro+de+2020+16h.aspx;
04/09/2020;145;12211;2;297;935;16559;10656;1258;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+04+de+setembro+de+2020+16h.aspx;
05/09/2020;144;12355;0;297;931;16947;10684;1374;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+05+de+setembro+de+2020+16h.aspx;
06/09/2020;149;12504;0;297;771;17412;10936;1271;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+06+de+setembro+de+2020+16h.aspx;
